film_name;film_time_min;country;main_roles;genre;director;rating;url;film_year
Знаешь ли ты...;155;Индия;Имран Кхан, Дженелия Д’Суза;драма,мелодрама,комедия;Аббас Тиревала;7.8;https://www.kinopoisk.ru//film/252220/sr/1/;2008
Хранители (мини-сериал);22;США;Том Стечшульт;мультфильм,фантастика,боевик;Джейк Страйдер Хьюз;7.8;https://www.kinopoisk.ru//film/431147/sr/1/;2008
Экспресс: История легенды спорта Эрни Дэвиса;130;США;Роб Браун, Деннис Куэйд;драма,биография,спорт;Гэри Фледер;7.8;https://www.kinopoisk.ru//film/197219/sr/1/;2008
Прах к праху (сериал);60;Великобритания;Филип Гленистер, Кили Хоуз;фантастика,фэнтези,триллер;Катрин Морсхэд;7.8;https://www.kinopoisk.ru//film/412377/sr/1/;2008
Рок-н-рольщик;114;Великобритания;Джерард Батлер, Том Уилкинсон;криминал,боевик,триллер;Гай Ричи;7.8;https://www.kinopoisk.ru//film/378140/sr/1/;2008
Время Евы (сериал);15;Япония;Дзюн Фукуяма, Мики Ито;аниме,мультфильм,фантастика;Ясухиро Ёсиура;7.8;https://www.kinopoisk.ru//film/471889/sr/1/;2008
Спецкласс «А» (сериал);24;Япония;Юко Гото, Дзюн Фукуяма;аниме,мультфильм,драма;Ёсикадзу Мияо;7.8;https://www.kinopoisk.ru//film/494805/sr/1/;2008
Крошка Доррит (сериал);30;Великобритания;Клер Фой, Мэттью Макфэдиен;драма,мелодрама,детектив;Адам Смит;7.8;https://www.kinopoisk.ru//film/431109/sr/1/;2008
Легенда об Искателе (сериал);43;США;Крэйг Хорнер, Бриджет Риган;фэнтези,боевик,драма;Марк Бисли;7.8;https://www.kinopoisk.ru//film/414964/sr/1/;2008
Всегда говори «ДА»;104;США;Джим Керри, Зои Дешанель;комедия;Пейтон Рид;7.8;https://www.kinopoisk.ru//film/391772/sr/1/;2008
Разум и чувства (мини-сериал);174;Великобритания;Доминик Купер, Чарити Уэйкфилд;драма,мелодрама;Джон Александр;7.8;https://www.kinopoisk.ru//film/400017/sr/1/;2008
Десантный Батя (сериал);44;Россия;Михаил Жигалов, Сергей Жарков;военный;Олег Штром;7.8;https://www.kinopoisk.ru//film/423036/sr/1/;2008
Немного любви, немного магии;145;Индия;Саиф Али Кхан, Рани Мукхерджи;фэнтези,драма,мелодрама;Кунал Кохли;7.8;https://www.kinopoisk.ru//film/406432/sr/1/;2008
Короли танцпола (сериал);43;США;Лейла Кейлай, ДжейСи Шазе;реальноеТВ,музыка;Майкл Саймон;7.8;https://www.kinopoisk.ru//film/500454/sr/1/;2008
Тайна Келлс;71;Ирландия;Эван МакГуайр, Кристен Муни;мультфильм,фэнтези,приключения;Томм Мур;7.8;https://www.kinopoisk.ru//film/194033/sr/1/;2008
Между двумя папоротниками с Заком Галифианакисом (сериал);4;США;Зак Галифианакис, Джон Хэмм;ток-шоу,короткометражка,комедия;Скотт Окерман;7.8;https://www.kinopoisk.ru//film/542231/sr/1/;2008
Глобальный метал;93;Канада;Том Арайа, Кэн Аюгай;документальный,музыка;Сэм Данн;7.8;https://www.kinopoisk.ru//film/421904/sr/1/;2008
Призрак в доспехах 2.0;83;Япония;Ацуко Танака, Акио Оцука;аниме,мультфильм,фантастика;Мамору Осии;7.8;https://www.kinopoisk.ru//film/421921/sr/1/;2008
Последние друзья (сериал);56;Япония;Сигэнори Ямадзаки, Эйта;драма,мелодрама;Юсукэ Като;7.8;https://www.kinopoisk.ru//film/428975/sr/1/;2008
Гонка;149;Индия;Саиф Али Кхан, Акшай Кханна;боевик,триллер,драма;Аббас Алибхай Бурмавалла;7.8;https://www.kinopoisk.ru//film/407592/sr/1/;2008
Рыцарь-вампир (сериал);25;Япония;Юи Хориэ, Мамору Мияно;аниме,мультфильм,фэнтези;Киёко Саяма;7.8;https://www.kinopoisk.ru//film/438344/sr/1/;2008
Огнеупорный;122;США;Кирк Кэмерон, Эрин Бети;драма,мелодрама;Алекс Кендрик;7.8;https://www.kinopoisk.ru//film/397904/sr/1/;2008
Призрак виллы Натхов;150;Индия;Амитабх Баччан, Джухи Чавла;фэнтези,драма,комедия;Вивек Шарма;7.8;https://www.kinopoisk.ru//film/281032/sr/1/;2008
Доктор Кто: Музыка сфер (ТВ);7;Великобритания;Дэвид Теннант, Джимми Ви;короткометражка,фантастика;Эрос Лин;7.8;https://www.kinopoisk.ru//film/421458/sr/1/;2008
Кунг-фу Панда;91;США;Джек Блэк, Дастин Хоффман;мультфильм,боевик,комедия;Марк Осборн;7.8;https://www.kinopoisk.ru//film/103734/sr/1/;2008
Расследования Мердока (сериал);43;Канада;Янник Биссон, Хелен Джой;драма,криминал,детектив;Харви Кросслэнд;7.8;https://www.kinopoisk.ru//film/431247/sr/1/;2008
Дух времени: Приложение (видео);123;США;Жак Фреско, Роксанна Медоуз;документальный;Питер Джозеф;7.8;https://www.kinopoisk.ru//film/432403/sr/1/;2008
Малыш и я;99;Корея Южная;Чан Гын-сок, Мэйсон Мун;комедия,мелодрама;Ким Джин-ён;7.8;https://www.kinopoisk.ru//film/573706/sr/1/;2008
Сваты (сериал);136;Украина;Людмила Артемьева, Федор Добронравов;комедия;Юрий Морозов;7.8;https://www.kinopoisk.ru//film/424970/sr/1/;2008
Марли и я;111;США;Оуэн Уилсон, Дженнифер Энистон;драма,комедия,семейный;Дэвид Фрэнкел;7.8;https://www.kinopoisk.ru//film/279850/sr/1/;2008
Неугасающий;112;США;Гэри Коул, Шон Эстин;драма,спорт;Райан Литтл;7.8;https://www.kinopoisk.ru//film/261038/sr/1/;2008
Пронзенный;7;США;Дэвид Аранович, Дженнифер Аспен;короткометражка,мелодрама;Тарон Лекстон;7.8;https://www.kinopoisk.ru//film/404235/sr/1/;2008
Близкие друзья;145;Индия;Абхишек Баччан, Джон Абрахам;драма,мелодрама,комедия;Тарун Мансукхани;7.8;https://www.kinopoisk.ru//film/406387/sr/1/;2008
Аргентина. Интервью с мертвым наркодилером;35;Россия;Александр Кудренко, Руслан Барабанов;короткометражка,драма;Михаил Марескин;7.8;https://www.kinopoisk.ru//film/468770/sr/1/;2008
Ментовские войны – Эпилог (ТВ);90;Россия;Александр Устюгов, Алексей Завьялов;криминал;Егор Абросимов;7.8;https://www.kinopoisk.ru//film/426997/sr/1/;2008
Ледяной цветок;132;Корея Южная;Чо Ин-сон, Чу Джин-мо;история,мелодрама,драма;Ю Ха;7.7;https://www.kinopoisk.ru//film/437392/sr/1/;2008
Элай Стоун (сериал);43;США;Джонни Ли Миллер, Наташа Хенстридж;мюзикл,фэнтези,драма;Дэвид Петрарка;7.7;https://www.kinopoisk.ru//film/407640/sr/1/;2008
Джимми Карр: На концерте (видео);87;Великобритания;Джимми Карр;концерт,комедия;Доминик Бригсток;7.7;https://www.kinopoisk.ru//film/813914/sr/1/;2008
Талисман удачи;153;Индия;Шахид Капур, Видья Балан;драма,мелодрама,комедия;Азиз Мирза;7.7;https://www.kinopoisk.ru//film/396191/sr/1/;2008
Миллионер из трущоб;120;Великобритания;Дев Патель, Фрида Пинто;криминал,драма,мелодрама;Дэнни Бойл;7.7;https://www.kinopoisk.ru//film/413362/sr/1/;2008
Суперневестка;119;Узбекистан;Мурад Раджабов, Саида Раметова;мелодрама,комедия;Бахром Якубов;7.7;https://www.kinopoisk.ru//film/461721/sr/1/;2008
Пересечение;106;Корея Южная;Чха Ин-пхё, Щин Мён-чхоль;драма;Ким Тхэ-гюн;7.7;https://www.kinopoisk.ru//film/411968/sr/1/;2008
Тэсс из рода Д`Эрбервиллей (мини-сериал);240;Великобритания;Джемма Артертон, Эдди Редмэйн;драма,мелодрама;Дэвид Блэр;7.7;https://www.kinopoisk.ru//film/439883/sr/1/;2008
Жизнь на Марсе (сериал);43;США;Харви Кейтель, Джейсон О’Мара;фантастика,драма,криминал;Майкл Кэтлман;7.7;https://www.kinopoisk.ru//film/302061/sr/1/;2008
Двадцать одно;117;США;Джим Стёрджесс, Кевин Спейси;триллер,драма,криминал;Роберт Лукетич;7.7;https://www.kinopoisk.ru//film/195847/sr/1/;2008
Гонзо: Страх и ненависть Хантера С. Томпсона;119;США;Хантер С. Томпсон, Джонни Депп;документальный,биография,музыка;Алекс Гибни;7.7;https://www.kinopoisk.ru//film/198096/sr/1/;2008
В плену у моды;167;Индия;Приянка Чопра Джонас, Кангана Ранаут;драма;Мадхур Бхандаркар;7.7;https://www.kinopoisk.ru//film/402297/sr/1/;2008
Смешарики. Азбука здоровья (сериал);2;Россия;Вадим Бочанов, Антон Виноградов;мультфильм,детский;Олег Мусин;7.7;https://www.kinopoisk.ru//film/897892/sr/1/;2008
Коралина в Стране Кошмаров;100;США;Дакота Фаннинг, Кит Дэвид;мультфильм,фэнтези,триллер;Генри Селик;7.7;https://www.kinopoisk.ru//film/49166/sr/1/;2008
Верующие;101;США;Билл Маар, Таль Бачман;документальный,комедия,военный;Ларри Чарльз;7.7;https://www.kinopoisk.ru//film/394365/sr/1/;2008
Король Сингх;135;Австралия;Акшай Кумар, Катрина Каиф;боевик,драма,мелодрама;Анис Базми;7.7;https://www.kinopoisk.ru//film/400437/sr/1/;2008
Пока свет не заберёт нас;93;США;Фенриз, Варг Викернес;документальный,музыка;Aaron Aites;7.7;https://www.kinopoisk.ru//film/481350/sr/1/;2008
Милый дом Чии (сериал);3;Япония;Сатоми Короги, Норико Хидака;аниме,мультфильм,комедия;Мицуюки Масухара;7.7;https://www.kinopoisk.ru//film/455441/sr/1/;2008
Отброс;130;Корея Южная;Ян Ик-чун, Ким Ккот-пи;драма,криминал;Ян Ик-чун;7.7;https://www.kinopoisk.ru//film/452773/sr/1/;2008
Тайсон;90;США;Миллс Лэйн, Майк Тайсон;документальный,биография,спорт;Джеймс Тобак;7.7;https://www.kinopoisk.ru//film/414692/sr/1/;2008
Настоящая кровь (сериал);53;США;Анна Пэкуин, Стивен Мойер;фэнтези,триллер,драма;Майкл Леманн;7.7;https://www.kinopoisk.ru//film/415001/sr/1/;2008
Прощай, унылый учитель. Экстремально! (сериал);25;Япония;Хироси Камия, Аи Нонака;аниме,мультфильм,комедия;Акиюки Синбо;7.7;https://www.kinopoisk.ru//film/468300/sr/1/;2008
Еще одна из рода Болейн;110;Великобритания;Натали Портман, Скарлетт Йоханссон;драма,мелодрама,биография;Джастин Чадвик;7.7;https://www.kinopoisk.ru//film/195435/sr/1/;2008
Преступник;104;США;Стивен Дорфф, Вэл Килмер;боевик,триллер,криминал;Рик Роман Во;7.7;https://www.kinopoisk.ru//film/395756/sr/1/;2008
Любовницы (сериал);43;Великобритания;Сара Пэриш, Шэрон Смолл;драма;Питер Хор;7.7;https://www.kinopoisk.ru//film/420228/sr/1/;2008
Аманда О (сериал);15;Аргентина;Наталия Орейро, Лусиано Кастро;мелодрама,комедия;Игнасио Лекуна;7.7;https://www.kinopoisk.ru//film/469587/sr/1/;2008
Сита поет блюз;82;США;Аннетт Ханшоу, Асим Чхабра;мультфильм,мюзикл,фэнтези;Нина Пэйли;7.7;https://www.kinopoisk.ru//film/407867/sr/1/;2008
Прости за любовь;104;Италия;Рауль Бова, Микела Кваттрочокке;мелодрама;Федерико Моччиа;7.6;https://www.kinopoisk.ru//film/390738/sr/1/;2008
Жена путешественника во времени;107;США;Рэйчел МакАдамс, Эрик Бана;фантастика,фэнтези,драма;Роберт Швентке;7.6;https://www.kinopoisk.ru//film/102128/sr/1/;2008
Бобро поржаловать!;106;Франция;Кад Мерад, Дэни Бун;мелодрама,комедия;Дэни Бун;7.6;https://www.kinopoisk.ru//film/391735/sr/1/;2008
Граница пустоты: Сад грешников (фильм пятый);112;Япония;Маая Сакамото, Кэнъити Судзумура;аниме,мультфильм,ужасы;Такаюки Хирао;7.6;https://www.kinopoisk.ru//film/423069/sr/1/;2008
1000 океанов;79;Швейцария;Макс Римельт, Максимилиан Симонишек;драма;Луки Фриден;7.6;https://www.kinopoisk.ru//film/400993/sr/1/;2008
Нечестных прошу не беспокоить;130;Китай;Гэ Ю, Шу Ци;мелодрама,комедия;Фэн Сяоган;7.6;https://www.kinopoisk.ru//film/433069/sr/1/;2008
Полярный человек;5;Великобритания;Ли Пейс;короткометражка,драма;Биг Т.В.;7.6;https://www.kinopoisk.ru//film/513255/sr/1/;2008
Никогда не сдавайся;113;США;Шон Фэрис, Эмбер Хёрд;боевик,спорт,драма;Джефф Уодлоу;7.6;https://www.kinopoisk.ru//film/311268/sr/1/;2008
Джон Адамс (мини-сериал);70;США;Пол Джаматти, Лора Линни;драма,биография,история;Том Хупер;7.6;https://www.kinopoisk.ru//film/339359/sr/1/;2008
Кит;95;США;Джесси МакКартни, Элизабет Арнуа;драма,мелодрама;Тодд Кесслер;7.6;https://www.kinopoisk.ru//film/196855/sr/1/;2008
Тайная жизнь пчёл;114;США;Дакота Фаннинг, Куин Латифа;драма;Джина Принс-Байтвуд;7.6;https://www.kinopoisk.ru//film/195497/sr/1/;2008
Эксперимент 2: Волна;107;Германия;Юрген Фогель, Фредерик Лау;триллер,драма;Деннис Ганзель;7.6;https://www.kinopoisk.ru//film/387388/sr/1/;2008
The Rolling Stones: Да будет свет;122;США;Мик Джаггер, Кит Ричардс;документальный,биография,музыка;Мартин Скорсезе;7.6;https://www.kinopoisk.ru//film/272028/sr/1/;2008
Северная стена;126;Германия;Бенно Фюрман, Йоханна Вокалек;драма,приключения,биография;Филипп Штёльцль;7.6;https://www.kinopoisk.ru//film/263310/sr/1/;2008
Фрост против Никсона;122;Великобритания;Фрэнк Ланджелла, Майкл Шин;драма,биография,история;Рон Ховард;7.6;https://www.kinopoisk.ru//film/309328/sr/1/;2008
Эта жизнь для тебя (ТВ);90;Австрия;Костя Улльман, Хиннерк Шёнеман;драма;Шэрон фон Витерсхайм;7.6;https://www.kinopoisk.ru//film/311128/sr/1/;2008
Мохнатики (сериал);22;Великобритания;Саймон Гринолл, Фил Никол;комедия;Крис Уэйт;7.6;https://www.kinopoisk.ru//film/412223/sr/1/;2008
Клянусь, это не я;110;Канада;Антуан Л’Экюйер, Габриэль Майе;драма,комедия,семейный;Филипп Фалардо;7.6;https://www.kinopoisk.ru//film/423619/sr/1/;2008
Лавкрафт: Страх неизведанного;90;США;Робин Аткин Даунс, Нил Гейман;документальный;Фрэнк Х. Вудворд;7.6;https://www.kinopoisk.ru//film/672367/sr/1/;2008
Патрик 1,5;98;Швеция;Густаф Скарсгард, Торкель Петерссон;драма,мелодрама,комедия;Элла Лемхаген;7.6;https://www.kinopoisk.ru//film/391234/sr/1/;2008
Откровение любви;237;Япония;Такахиро Нисидзима, Хикари Мицусима;комедия,драма,мелодрама;Сион Соно;7.6;https://www.kinopoisk.ru//film/408342/sr/1/;2008
Мадагаскар 2;89;США;Бен Стиллер, Крис Рок;мультфильм,комедия,приключения;Эрик Дарнелл;7.6;https://www.kinopoisk.ru//film/161066/sr/1/;2008
День радио;98;Россия;Ростислав Хаит, Камиль Ларин;комедия;Дмитрий Дьяченко;7.6;https://www.kinopoisk.ru//film/402979/sr/1/;2008
Вальс с Баширом;90;Израиль;Ари Фольман, Ори Сиван;мультфильм,документальный,драма;Ари Фольман;7.6;https://www.kinopoisk.ru//film/412474/sr/1/;2008
Худшая неделя моей жизни (сериал);22;США;Кайл Борнхаймер, Эринн Хэйс;комедия;Адам Бернштейн;7.6;https://www.kinopoisk.ru//film/409461/sr/1/;2008
Полторы комнаты, или Сентиментальное путешествие на Родину;130;Россия;Алиса Фрейндлих, Сергей Юрский;биография;Андрей Хржановский;7.6;https://www.kinopoisk.ru//film/450327/sr/1/;2008
Преследователь;120;Корея Южная;Ким Юн-сок, Ха Джон-у;триллер,криминал,боевик;На Хон-джин;7.6;https://www.kinopoisk.ru//film/405704/sr/1/;2008
Сумасшедшая любовь (ТВ);90;Россия;Светлана Антонова, Вера Полякова;мелодрама;Алена Званцова;7.6;https://www.kinopoisk.ru//film/421896/sr/1/;2008
Куросаги: Черный мошенник;127;Япония;Томохиса Ямасита, Маки Хорикита;триллер,драма,криминал;Исии Ясухару;7.6;https://www.kinopoisk.ru//film/401831/sr/1/;2008
Привет, Киндер!;100;Россия;Светлана Иванова, Сережа Медведев;драма,комедия;Милена Фадеева;7.6;https://www.kinopoisk.ru//film/461818/sr/1/;2008
Эйнштейн и Эддингтон (ТВ);94;Великобритания;Дэвид Теннант, Ричард МакКейб;драма,биография,история;Филип Мартин;7.6;https://www.kinopoisk.ru//film/313179/sr/1/;2008
Молодая Виктория;105;Великобритания;Эмили Блант, Руперт Френд;драма,мелодрама,биография;Жан-Марк Валле;7.6;https://www.kinopoisk.ru//film/384138/sr/1/;2008
Блич 3;94;Япония;Масакадзу Морита, Фумико Орикаса;аниме,мультфильм;Нориюки Абэ;7.6;https://www.kinopoisk.ru//film/433804/sr/1/;2008
Уголовное правосудие (сериал);60;Великобритания;Бен Уишоу, Максин Пик;драма,криминал,детектив;Отто Батхёрст;7.6;https://www.kinopoisk.ru//film/449981/sr/1/;2008
Братья Карамазовы (сериал);44;Россия;Сергей Баталов, Анатолий Белый;драма;Юрий Мороз;7.6;https://www.kinopoisk.ru//film/322063/sr/1/;2008
Человек, который был суперменом;102;Корея Южная;Хван Джон-мин, Чон Джи-хён;драма,комедия;Чон Юн-чхоль;7.6;https://www.kinopoisk.ru//film/402940/sr/1/;2008
Несмонтированный фильм;113;Корея Южная;Со Джи-соп, Хон Су-хён;боевик,драма,криминал;Чан Хун;7.6;https://www.kinopoisk.ru//film/437391/sr/1/;2008
Кадиллак Рекордс;109;США;Эдриан Броуди, Джеффри Райт;драма,биография,музыка;Дарнелл Мартин;7.6;https://www.kinopoisk.ru//film/385274/sr/1/;2008
Ахиллес и черепаха;119;Япония;Такеши Китано, Канако Хигути;драма,комедия;Такеши Китано;7.6;https://www.kinopoisk.ru//film/409453/sr/1/;2008
Николя ле Флок (сериал);105;Франция;Жером Робар, Матиа Млекюз;драма,криминал,детектив;Николас Пикард;7.6;https://www.kinopoisk.ru//film/494818/sr/1/;2008
Битва у Красной скалы 2;136;Китай;Тони Люн Чу Вай, Такеши Канеширо;боевик,драма,военный;Джон Ву;7.6;https://www.kinopoisk.ru//film/432796/sr/1/;2008
Кондитерская «Антик»;107;Корея Южная;Чу Джи-хун, Ким Джэ-ук;мелодрама,комедия;Мин Гю-дон;7.6;https://www.kinopoisk.ru//film/437402/sr/1/;2008
Легкое поведение;97;Великобритания;Джессика Бил, Бен Барнс;мелодрама,комедия;Стефан Эллиотт;7.5;https://www.kinopoisk.ru//film/258774/sr/1/;2008
Росомаха и Люди Икс. Начало (сериал);22;США;Стивен Блум, Джим Уорд;мультфильм,фантастика,боевик;Николас Филиппи;7.5;https://www.kinopoisk.ru//film/439734/sr/1/;2008
Надежда как свидетельство жизни (мини-сериал);43;Россия;Кирилл Жандаров, Полина Лунегова;драма;Анна Гресь;7.5;https://www.kinopoisk.ru//film/406136/sr/1/;2008
Герцогиня;105;Великобритания;Кира Найтли, Рэйф Файнс;драма,мелодрама,биография;Сол Дибб;7.5;https://www.kinopoisk.ru//film/393872/sr/1/;2008
Рыцарь дорог (сериал);43;США;Джастин Брюнинг, Дианна Руссо;триллер,детектив,приключения;Джей Чандрашекхар;7.5;https://www.kinopoisk.ru//film/409225/sr/1/;2008
Рестлер;105;США;Микки Рурк, Мариса Томей;драма,спорт;Даррен Аронофски;7.5;https://www.kinopoisk.ru//film/402514/sr/1/;2008
Качели;84;Россия;Мария Миронова, Андрей Мерзликин;мелодрама,боевик;Антон Сиверс;7.5;https://www.kinopoisk.ru//film/397469/sr/1/;2008
Командировка;10;Франция;Гийом Кане, Мелани Лоран;короткометражка,комедия;Шон Эллис;7.5;https://www.kinopoisk.ru//film/432994/sr/1/;2008
Феи (видео);78;США;Мэй Уитман, Кристин Ченоуэт;мультфильм,фэнтези,приключения;Брэдли Рэймонд;7.5;https://www.kinopoisk.ru//film/301046/sr/1/;2008
Зимой будет год;129;Германия;Каролина Херфурт, Йозеф Бирбихлер;драма;Каролина Линк;7.5;https://www.kinopoisk.ru//film/221263/sr/1/;2008
Незабываемые моменты;131;Швеция;Мария Хайсканен, Микаэл Персбрандт;драма,история;Ян Труэль;7.5;https://www.kinopoisk.ru//film/279726/sr/1/;2008
Дорога перемен;119;США;Кейт Уинслет, Леонардо ДиКаприо;драма,мелодрама;Сэм Мендес;7.5;https://www.kinopoisk.ru//film/280932/sr/1/;2008
На краю стою;87;Россия;Артур Смольянинов, Светлана Устинова;боевик;Рауф Кубаев;7.5;https://www.kinopoisk.ru//film/436235/sr/1/;2008
Бритни Спирс: Жизнь за стеклом (ТВ);60;США;Бритни Спирс, Джэми Спирс;документальный,музыка;Фил Гриффин;7.5;https://www.kinopoisk.ru//film/439715/sr/1/;2008
Владыка Скрытого мира (сериал);25;Япония;Тору Кусано;аниме,мультфильм,боевик;Кунихиса Сугисима;7.5;https://www.kinopoisk.ru//film/445403/sr/1/;2008
И через тысячу лет;14;Россия;Елена Громова, Мария Филиппова;короткометражка;Максим Парамонов;7.5;https://www.kinopoisk.ru//film/426290/sr/1/;2008
Мутная вода;115;Норвегия;Пол Сверре Валхейм Хаген, Трине Дюрхольм;драма,музыка;Эрик Поппе;7.5;https://www.kinopoisk.ru//film/313472/sr/1/;2008
Ограбление на Бейкер-Стрит;111;Великобритания;Джейсон Стэйтем, Саффрон Берроуз;триллер,криминал;Роджер Дональдсон;7.5;https://www.kinopoisk.ru//film/77649/sr/1/;2008
Битва у Красной скалы;146;Китай;Тони Люн Чу Вай, Такеши Канеширо;боевик,драма,приключения;Джон Ву;7.5;https://www.kinopoisk.ru//film/88123/sr/1/;2008
Пешком-пешком;115;Япония;Хироси Абэ, Юи Нацукава;драма;Хирокадзу Корээда;7.5;https://www.kinopoisk.ru//film/394746/sr/1/;2008
ДоРеМиФаСольЛяСиДо;105;Корея Южная;Чан Гын-сок, Чха Е-рён;драма,мелодрама;Кан Гон-Хян;7.5;https://www.kinopoisk.ru//film/493754/sr/1/;2008
Макросс Фронтир (сериал);25;Япония;Ая Эндо, Дзюн Фукуяма;аниме,мультфильм,фантастика;Сёдзи Кавамори;7.5;https://www.kinopoisk.ru//film/414980/sr/1/;2008
Выжившие (сериал);52;Великобритания;Джули Грэм, Макс Бисли;фантастика,драма;Джэми Пэйн;7.4;https://www.kinopoisk.ru//film/431110/sr/1/;2008
Хэнкок;92;США;Уилл Смит, Шарлиз Терон;фантастика,боевик,драма;Питер Берг;7.4;https://www.kinopoisk.ru//film/102151/sr/1/;2008
Быть человеком (сериал);56;Великобритания;Ленора Кричлоу, Рассел Тови;ужасы,фэнтези,драма;Филип Джон;7.4;https://www.kinopoisk.ru//film/447445/sr/1/;2008
Тысяча смертей (сериал);30;США;Элисдейр Симпсон, Рон Перлман;документальный,ужасы,комедия;Алекс Харви;7.4;https://www.kinopoisk.ru//film/565067/sr/1/;2008
Звездные врата: Ковчег Истины;101;США;Бен Браудер, Аманда Таппинг;фантастика,фэнтези,боевик;Роберт С. Купер;7.4;https://www.kinopoisk.ru//film/307943/sr/1/;2008
Воспитание чувств;100;Великобритания;Кэри Маллиган, Питер Сарсгаард;драма;Лоне Шерфиг;7.4;https://www.kinopoisk.ru//film/404414/sr/1/;2008
Ужасно медленный убийца с крайне неэффективным оружием;10;США;Пол Клеменс, Брайан Роэн;короткометражка,ужасы,комедия;Ричард Гэйл;7.4;https://www.kinopoisk.ru//film/431366/sr/1/;2008
Звездные врата: Континуум;98;Канада;Бен Браудер, Аманда Таппинг;фантастика,фэнтези,боевик;Мартин Вуд;7.4;https://www.kinopoisk.ru//film/307419/sr/1/;2008
Париж! Париж!;116;Франция;Жерар Жюньо, Кловис Корнийяк;мюзикл,драма,мелодрама;Кристоф Барратье;7.4;https://www.kinopoisk.ru//film/278319/sr/1/;2008
Граница пустоты: Сад грешников (фильм третий);56;Япония;Маая Сакамото, Кэнъити Судзумура;аниме,мультфильм,ужасы;Мицуру Обунай;7.4;https://www.kinopoisk.ru//film/401767/sr/1/;2008
Футурама: Игра Бендера (видео);87;США;Билли Уэст, Кэти Сагал;мультфильм,фантастика,фэнтези;Дуэйн Кэри-Хилл;7.4;https://www.kinopoisk.ru//film/376447/sr/1/;2008
Враг государства №1: Легенда;130;Франция;Венсан Кассель, Людивин Санье;боевик,триллер,драма;Жан-Франсуа Рише;7.4;https://www.kinopoisk.ru//film/271936/sr/1/;2008
Своя правда (мини-сериал);180;Россия;Фархад Махмудов, Ольга Павловец;мелодрама;Наталья Родионова;7.4;https://www.kinopoisk.ru//film/417588/sr/1/;2008
Сомнение;104;США;Мэрил Стрип, Филип Сеймур Хоффман;драма,детектив;Джон Патрик Шэнли;7.4;https://www.kinopoisk.ru//film/309385/sr/1/;2008
На крючке;118;США;Шайа ЛаБаф, Мишель Монахэн;фантастика,боевик,триллер;Ди Джей Карузо;7.4;https://www.kinopoisk.ru//film/387477/sr/1/;2008
Фиби в Стране чудес;96;США;Фелисити Хаффман, Патриша Кларксон;драма,фэнтези,приключения;Даниел Барнз;7.4;https://www.kinopoisk.ru//film/375440/sr/1/;2008
Сеть (сериал);44;Россия;Анастасия Макеева, Алексей Шевченков;приключения;Нурбек Эген;7.4;https://www.kinopoisk.ru//film/417820/sr/1/;2008
Звездные войны: Войны клонов (сериал);22;США;Том Кэйн, Ди Брэдли Бейкер;мультфильм,фантастика,фэнтези;Дэйв Филони;7.4;https://www.kinopoisk.ru//film/229861/sr/1/;2008
Отцы и дети (мини-сериал);176;Россия;Александр Устюгов, Александр Ратников;драма;Авдотья Смирнова;7.4;https://www.kinopoisk.ru//film/426965/sr/1/;2008
Тот, кто любил Ингве;90;Норвегия;Рольф Кристиан Ларсен, Артур Бернинг;драма,мелодрама,комедия;Стайан Кристиансен;7.4;https://www.kinopoisk.ru//film/396203/sr/1/;2008
Париж;130;Франция;Фабрис Лукини, Ромен Дюрис;драма,мелодрама,комедия;Седрик Клапиш;7.4;https://www.kinopoisk.ru//film/264843/sr/1/;2008
Авансцена 2;95;США;Кенни Вормолд, Рэйчел Брук Смит;драма,мелодрама,музыка;Стивен Джейкобсон;7.4;https://www.kinopoisk.ru//film/400665/sr/1/;2008
Тупик (мини-сериал);141;Великобритания;Джеми Уинстон, Риз Ахмед;ужасы,драма;Ян Деманж;7.4;https://www.kinopoisk.ru//film/430444/sr/1/;2008
Валландер (сериал);90;Великобритания;Кеннет Брана, Ричард МакКейб;триллер,драма,криминал;Бенжамин Карон;7.4;https://www.kinopoisk.ru//film/448429/sr/1/;2008
Комплекс Баадер-Майнхоф;150;Германия;Мартина Гедек, Мориц Бляйбтрой;боевик,триллер,драма;Ули Эдель;7.4;https://www.kinopoisk.ru//film/279756/sr/1/;2008
Операция «Валькирия»;121;США;Том Круз, Кеннет Брана;триллер,драма,военный;Брайан Сингер;7.4;https://www.kinopoisk.ru//film/309475/sr/1/;2008
Корпорация «Еда»;94;США;Эрик Шлоссер, Ричард Лобб;документальный,новости;Роберт Кеннер;7.4;https://www.kinopoisk.ru//film/441271/sr/1/;2008
Король Дроздобород (ТВ);59;Германия;Ясмин Швирс, Кен Дукен;фэнтези,мелодрама,семейный;Сибилла Тафель;7.4;https://www.kinopoisk.ru//film/419210/sr/1/;2008
Берлин зовет;109;Германия;Пауль Калькбреннер, Рита Лендьель;драма,комедия,музыка;Ханнес Штер;7.4;https://www.kinopoisk.ru//film/409961/sr/1/;2008
КсамД: Позабывший невзгоды (сериал);25;Япония;Ацуси Абэ, Блейк Шепард;аниме,мультфильм,фантастика;Масаюки Миядзи;7.4;https://www.kinopoisk.ru//film/502977/sr/1/;2008
Граница пустоты: Сад грешников (фильм четвертый);46;Япония;Маая Сакамото, Кэнъити Судзумура;аниме,мультфильм,ужасы;Такаюки Хирао;7.4;https://www.kinopoisk.ru//film/414992/sr/1/;2008
