film_name;film_time_min;country;main_roles;genre;director;rating;url;film_year
Будущее планеты: Жизнь после людей (ТВ);90;США;Струан Роджер, Джон Андерсон;документальный,фантастика;Дэвид де Фриз;7.4;https://www.kinopoisk.ru//film/420429/sr/1/;2008
Робоцып: Звездные войны. Эпизод II (ТВ);22;США;Сет Грин, Абрахам Бенруби;мультфильм,фантастика,комедия;Сет Грин;7.3;https://www.kinopoisk.ru//film/432727/sr/1/;2008
Мамочка, я киллера люблю (сериал);45;Россия;Татьяна Колганова, Владислав Резник;криминал,детектив;Влад Фурман;7.3;https://www.kinopoisk.ru//film/447456/sr/1/;2008
Заза;100;Россия;Евгения Дмитриева, Артем Григорьев;мелодрама,комедия;Андрей Силкин;7.3;https://www.kinopoisk.ru//film/437403/sr/1/;2008
Декан Спэнли;100;Новая Зеландия;Джереми Нортэм, Сэм Нил;драма,комедия;Тоа Фрейзер;7.3;https://www.kinopoisk.ru//film/397561/sr/1/;2008
Девочка (ТВ);129;Россия;Елена Николаева, Александр Лазарев мл.;драма,мелодрама;Елена Николаева;7.3;https://www.kinopoisk.ru//film/425960/sr/1/;2008
В последний миг (сериал);43;США;Руфус Сьюэлл, Марли Шелтон;фантастика,триллер,драма;Гай Ферленд;7.3;https://www.kinopoisk.ru//film/412346/sr/1/;2008
Серафина из Санлиса;125;Франция;Иоланда Моро, Ульрих Тукур;драма,биография;Мартен Прово;7.3;https://www.kinopoisk.ru//film/392236/sr/1/;2008
Земля: Жизнь без людей (ТВ);90;США;Рег Ю. Кэти;документальный,фантастика;Кристофер Роули;7.3;https://www.kinopoisk.ru//film/424378/sr/1/;2008
Уравнение со всеми известными (ТВ);180;Россия;Ольга Будина, Ирина Линдт;мелодрама;Роман Просвирнин;7.3;https://www.kinopoisk.ru//film/417757/sr/1/;2008
Уоллес и Громит: Дело о смертельной выпечке (ТВ);30;Великобритания;Питер Саллис, Сэлли Линдсэй;мультфильм,короткометражка,комедия;Ник Парк;7.3;https://www.kinopoisk.ru//film/395901/sr/1/;2008
Чемпион (сериал);45;Россия;Елена Корикова, Виктор Добронравов;мелодрама;Максим Субботин;7.3;https://www.kinopoisk.ru//film/411764/sr/1/;2008
Враг государства №1;113;Франция;Венсан Кассель, Сесиль Де Франс;триллер,драма,криминал;Жан-Франсуа Рише;7.3;https://www.kinopoisk.ru//film/424044/sr/1/;2008
Слезы на продажу;86;Сербия;Катарина Радивоевич, Сонья Колачарич;фэнтези,драма,мелодрама;Урош Стоянович;7.3;https://www.kinopoisk.ru//film/135960/sr/1/;2008
Идиоты и ангелы;78;США;Майк Хуарес, Кэрри Керанен;мультфильм,фэнтези,драма;Билл Плимптон;7.3;https://www.kinopoisk.ru//film/316101/sr/1/;2008
Отряд (сериал);49;Россия;Игорь Лифанов, Лариса Шахворостова;боевик;Сергей Чекалов;7.3;https://www.kinopoisk.ru//film/432367/sr/1/;2008
Митико и Хаттин (сериал);23;Япония;Ёко Маки, Судзука Ого;аниме,мультфильм,боевик;Саё Ямамото;7.3;https://www.kinopoisk.ru//film/437371/sr/1/;2008
Повелитель бури;126;США;Джереми Реннер, Энтони Маки;триллер,драма,военный;Кэтрин Бигелоу;7.3;https://www.kinopoisk.ru//film/281040/sr/1/;2008
Шаг вперед 2: Улицы;98;США;Бриана Эвиган, Роберт Хоффман;драма,мелодрама,музыка;Джон М. Чу;7.3;https://www.kinopoisk.ru//film/310960/sr/1/;2008
Генетическая опера;97;США;Алекса ПенаВега, Пол Сорвино;мюзикл,ужасы,фантастика;Даррен Линн Боусман;7.3;https://www.kinopoisk.ru//film/279160/sr/1/;2008
Дом, милый дом;100;Украина;Виктор Бычков, Агния Кузнецова;мелодрама,комедия;Алексей Мамедов;7.3;https://www.kinopoisk.ru//film/419413/sr/1/;2008
Этажом выше;11;Канада;Simone Chevalot, Люк-Мартиаль Дажэне;короткометражка,комедия;Дени Вильнёв;7.3;https://www.kinopoisk.ru//film/422074/sr/1/;2008
Золотой лед 3: В погоне за мечтой (ТВ);91;США;Мэтт Лантер, Франсиа Рэйса;драма,мелодрама,комедия;Стюарт Гиллард;7.3;https://www.kinopoisk.ru//film/395876/sr/1/;2008
Война 08.08.08. Искусство предательства;49;Россия;Всеволод Кузнецов;документальный;Алексей Акимов;7.3;https://www.kinopoisk.ru//film/431074/sr/1/;2008
Черная дыра;3;Великобритания;Наполеон Райан;короткометражка,драма,комедия;Филип Сэнсом;7.3;https://www.kinopoisk.ru//film/467522/sr/1/;2008
Вольт;96;США;Джон Траволта, Майли Сайрус;мультфильм,драма,комедия;Байрон Ховард;7.3;https://www.kinopoisk.ru//film/70955/sr/1/;2008
Придел Ангела;92;Россия;Алексей Морозов, Александр Баргман;драма,мелодрама,история;Николай Дрейден;7.3;https://www.kinopoisk.ru//film/431073/sr/1/;2008
Дакота Скай;89;США;Скотт Ф. Андерсон, Мэтт Бэйкер;драма,мелодрама;Джон Хамбер;7.3;https://www.kinopoisk.ru//film/276794/sr/1/;2008
Русалочка: Начало истории Ариэль (видео);78;США;Джоди Бенсон, Сэмюэл Э. Райт;мультфильм,мюзикл,фэнтези;Пегги Холмс;7.3;https://www.kinopoisk.ru//film/308804/sr/1/;2008
Убежище (сериал);43;Канада;Аманда Таппинг, Робин Данн;фантастика,фэнтези,боевик;Мартин Вуд;7.3;https://www.kinopoisk.ru//film/311095/sr/1/;2008
Mylène Farmer: Stade de France (видео);139;Франция;Милен Фармер, Aline Bosuma;музыка,концерт;Франсуа Ансс;9.0;https://www.kinopoisk.ru//film/650479/sr/1/;2009
Моцарт. Рок-опера (видео);121;Франция;Дэльфин Грансар, Диан Дассини;мюзикл;Оливье Даан;8.9;https://www.kinopoisk.ru//film/647823/sr/1/;2009
BBC: Жизнь (мини-сериал);60;Великобритания;Опра Уинфри, Дэвид Аттенборо;документальный;Марта Холмс;8.7;https://www.kinopoisk.ru//film/500289/sr/1/;2009
Апокалипсис: Вторая мировая война (мини-сериал);52;Франция;Матьё Кассовиц, Мартин Шин;документальный,военный,история;Изабель Кларк;8.7;https://www.kinopoisk.ru//film/478013/sr/1/;2009
Тайны Тихого океана (мини-сериал);50;Великобритания;Бенедикт Камбербэтч, Майк Роу;документальный;Кьяра Беллати;8.7;https://www.kinopoisk.ru//film/490455/sr/1/;2009
Переменная облачность;6;США;Тони Фучиле, Лори Ричардсон;мультфильм,короткометражка,фэнтези;Питер Сон;8.7;https://www.kinopoisk.ru//film/462582/sr/1/;2009
BBC: Величайшие явления природы (мини-сериал);60;США;Дэвид Аттенборо, Джо Стивенс;документальный;Питер Бассетт;8.6;https://www.kinopoisk.ru//film/491607/sr/1/;2009
Гамлет (ТВ);180;Великобритания;Дэвид Теннант, Патрик Стюарт;драма;Грегори Доран;8.6;https://www.kinopoisk.ru//film/474867/sr/1/;2009
Броня России (сериал);39;Россия;Александр Клюквин;документальный,военный,история;Андрей Кулясов;8.6;https://www.kinopoisk.ru//film/467142/sr/1/;2009
Стальной алхимик: Братство (сериал);25;Япония;Иэмаса Каюми;аниме,мультфильм,боевик;Ясухиро Ириэ;8.6;https://www.kinopoisk.ru//film/452838/sr/1/;2009
Очень Поттеровский мюзикл (ТВ);166;США;Даррен Крисс, Джои Рихтер;мюзикл,комедия;Мэтт Лэнг;8.6;https://www.kinopoisk.ru//film/611578/sr/1/;2009
Дом. История путешествия;113;Франция;Янн Артюс-Бертран, Гленн Клоуз;документальный;Янн Артюс-Бертран;8.5;https://www.kinopoisk.ru//film/309397/sr/1/;2009
Цирк «Бабочка»;23;США;Эдуардо Верастеги, Ник Вуйчич;короткометражка,драма;Джошуа Вайгел;8.5;https://www.kinopoisk.ru//film/473534/sr/1/;2009
